Country,Localite,Category,Value,Date,Sources
Liberia,Grand Kru,Confirmed cases,6,10/2014,Gvt
Liberia,Grand Kru,Deaths,13,10/2014,Gvt
Liberia,Grand Kru,New cases,0,10/2014,Gvt
Liberia,Grand Kru,Probable cases,8,10/2014,Gvt
Liberia,Grand Kru,Suspected cases,6,10/2014,Gvt
Liberia,Lofa County,Cases,796,10/2014,Gvt
Liberia,Lofa County,Confirmed cases,285,10/2014,Gvt
Liberia,Lofa County,Deaths,437,10/2014,Gvt
Liberia,Lofa County,New cases,3,10/2014,Gvt
Liberia,Lofa County,Probable cases,454,10/2014,Gvt
Liberia,Lofa County,Suspected cases,57,10/2014,Gvt
Liberia,Margibi County,Cases,573,10/2014,Gvt
Liberia,Margibi County,Confirmed cases,39,10/2014,Gvt
Liberia,Margibi County,Deaths,254,10/2014,Gvt
Liberia,Margibi County,New cases,11,10/2014,Gvt
Liberia,Margibi County,Probable cases,347,10/2014,Gvt
Liberia,Margibi County,Suspected cases,187,10/2014,Gvt
Liberia,Maryland County,Cases,8,10/2014,Gvt
Liberia,Maryland County,Confirmed cases,0,10/2014,Gvt
Liberia,Maryland County,Deaths,9,10/2014,Gvt
Liberia,Maryland County,New cases,0,10/2014,Gvt
Liberia,Maryland County,Probable cases,5,10/2014,Gvt
Liberia,Maryland County,Suspected cases,3,10/2014,Gvt
Liberia,Montserrado County,Cases,1648,10/2014,Gvt
Liberia,Montserrado County,Confirmed cases,358,10/2014,Gvt
Liberia,Montserrado County,Deaths,1097,10/2014,Gvt
Liberia,Montserrado County,New cases,13,10/2014,Gvt
Liberia,Montserrado County,Probable cases,680,10/2014,Gvt
Liberia,Montserrado County,Suspected cases,610,10/2014,Gvt
Liberia,National,Cases,3949,10/2014,Gvt
Liberia,National,Confirmed cases,935,10/2014,Gvt
Liberia,National,Deaths,2220,10/2014,Gvt
Liberia,National,New cases,28,10/2014,Gvt
Liberia,National,Probable cases,1812,10/2014,Gvt
Liberia,National,Suspected cases,1202,10/2014,Gvt
Liberia,Nimba County,Cases,246,10/2014,Gvt
Liberia,Nimba County,Confirmed cases,78,10/2014,Gvt
Liberia,Nimba County,Deaths,137,10/2014,Gvt
Liberia,Nimba County,New cases,0,10/2014,Gvt
Liberia,Nimba County,Probable cases,134,10/2014,Gvt
Liberia,Nimba County,Suspected cases,34,10/2014,Gvt
Liberia,River Gee County,Cases,19,10/2014,Gvt
Liberia,River Gee County,Confirmed cases,3,10/2014,Gvt
Liberia,River Gee County,Deaths,6,10/2014,Gvt
Liberia,River Gee County,New cases,0,10/2014,Gvt
Liberia,River Gee County,Probable cases,4,10/2014,Gvt
Liberia,River Gee County,Suspected cases,12,10/2014,Gvt
Liberia,RiverCess County,Cases,10,10/2014,Gvt
Liberia,RiverCess County,Confirmed cases,4,10/2014,Gvt
Liberia,RiverCess County,Deaths,8,10/2014,Gvt
Liberia,RiverCess County,New cases,0,10/2014,Gvt
Liberia,RiverCess County,Probable cases,3,10/2014,Gvt
Liberia,RiverCess County,Suspected cases,3,10/2014,Gvt
Liberia,Sinoe County,Cases,16,10/2014,Gvt
Liberia,Sinoe County,Confirmed cases,6,10/2014,Gvt
Liberia,Sinoe County,Deaths,2,10/2014,Gvt
Liberia,Sinoe County,New cases,0,10/2014,Gvt
Liberia,Sinoe County,Probable cases,3,10/2014,Gvt
Liberia,Sinoe County,Suspected cases,7,10/2014,Gvt
Guinea,Beyla,Cases,2,10/2014,Gvt
Guinea,Beyla,Confirmed cases,2,10/2014,Gvt
Guinea,Beyla,Deaths,2,10/2014,Gvt
Guinea,Beyla,New cases,0,10/2014,Gvt
Guinea,Beyla,Probable cases,0,10/2014,Gvt
Guinea,Beyla,Suspected cases,0,10/2014,Gvt
Guinea,Boffa,Cases,24,10/2014,Gvt
Guinea,Boffa,Confirmed cases,19,10/2014,Gvt
Guinea,Boffa,Deaths,16,10/2014,Gvt
Guinea,Boffa,New cases,0,10/2014,Gvt
Guinea,Boffa,Probable cases,5,10/2014,Gvt
Guinea,Boffa,Suspected cases,0,10/2014,Gvt
Guinea,Conakry,Cases,216,10/2014,Gvt
Guinea,Conakry,Confirmed cases,185,10/2014,Gvt
Guinea,Conakry,Deaths,85,10/2014,Gvt
Guinea,Conakry,New cases,0,10/2014,Gvt
Guinea,Conakry,Probable cases,10,10/2014,Gvt
Guinea,Conakry,Suspected cases,21,10/2014,Gvt
Guinea,Coyah,Cases,31,10/2014,Gvt
Guinea,Coyah,Confirmed cases,28,10/2014,Gvt
Guinea,Coyah,Deaths,5,10/2014,Gvt
Guinea,Coyah,New cases,14,10/2014,Gvt
Guinea,Coyah,Probable cases,0,10/2014,Gvt
Guinea,Coyah,Suspected cases,3,10/2014,Gvt
Guinea,Dabola,Cases,5,10/2014,Gvt
Guinea,Dabola,Confirmed cases,2,10/2014,Gvt
Guinea,Dabola,Deaths,4,10/2014,Gvt
Guinea,Dabola,New cases,1,10/2014,Gvt
Guinea,Dabola,Probable cases,3,10/2014,Gvt
Guinea,Dabola,Suspected cases,0,10/2014,Gvt
Guinea,Dalaba,Cases,8,10/2014,Gvt
Guinea,Dalaba,Confirmed cases,8,10/2014,Gvt
Guinea,Dalaba,Deaths,0,10/2014,Gvt
Guinea,Dalaba,New cases,0,10/2014,Gvt
Guinea,Dalaba,Probable cases,0,10/2014,Gvt
Guinea,Dalaba,Suspected cases,0,10/2014,Gvt
Guinea,Dinguiraye,Cases,1,10/2014,Gvt
Guinea,Dinguiraye,Confirmed cases,0,10/2014,Gvt
Guinea,Dinguiraye,Deaths,1,10/2014,Gvt
Guinea,Dinguiraye,New cases,0,10/2014,Gvt
Guinea,Dinguiraye,Probable cases,1,10/2014,Gvt
Guinea,Dinguiraye,Suspected cases,0,10/2014,Gvt
Guinea,Dubreka,Cases,21,10/2014,Gvt
Guinea,Dubreka,Confirmed cases,21,10/2014,Gvt
Guinea,Dubreka,Deaths,7,10/2014,Gvt
Guinea,Dubreka,New cases,0,10/2014,Gvt
Guinea,Dubreka,Probable cases,0,10/2014,Gvt
Guinea,Dubreka,Suspected cases,0,10/2014,Gvt
Guinea,For_cariah,Cases,16,10/2014,Gvt
Guinea,For_cariah,Confirmed cases,11,10/2014,Gvt
Guinea,For_cariah,Deaths,9,10/2014,Gvt
Guinea,For_cariah,New cases,0,10/2014,Gvt
Guinea,For_cariah,Probable cases,2,10/2014,Gvt
Guinea,For_cariah,Suspected cases,3,10/2014,Gvt
Guinea,Gueckedou,Cases,367,10/2014,Gvt
Guinea,Gueckedou,Confirmed cases,249,10/2014,Gvt
Guinea,Gueckedou,Deaths,301,10/2014,Gvt
Guinea,Gueckedou,New cases,1,10/2014,Gvt
Guinea,Gueckedou,Probable cases,112,10/2014,Gvt
Guinea,Gueckedou,Suspected cases,6,10/2014,Gvt
Guinea,Kerouane,Cases,33,10/2014,Gvt
Guinea,Kerouane,Confirmed cases,31,10/2014,Gvt
Guinea,Kerouane,Deaths,7,10/2014,Gvt
Guinea,Kerouane,New cases,8,10/2014,Gvt
Guinea,Kerouane,Probable cases,0,10/2014,Gvt
Guinea,Kerouane,Suspected cases,2,10/2014,Gvt
Guinea,Kindia,Cases,1,10/2014,Gvt
Guinea,Kindia,Confirmed cases,1,10/2014,Gvt
Guinea,Kindia,Deaths,0,10/2014,Gvt
Guinea,Kindia,New cases,0,10/2014,Gvt
Guinea,Kindia,Probable cases,0,10/2014,Gvt
Guinea,Kindia,Suspected cases,0,10/2014,Gvt
Guinea,Kissidougou,Cases,8,10/2014,Gvt
Guinea,Kissidougou,Confirmed cases,3,10/2014,Gvt
Guinea,Kissidougou,Deaths,8,10/2014,Gvt
Guinea,Kissidougou,New cases,0,10/2014,Gvt
Guinea,Kissidougou,Probable cases,5,10/2014,Gvt
Guinea,Kissidougou,Suspected cases,0,10/2014,Gvt
Guinea,Kouroussa,Cases,4,10/2014,Gvt
Guinea,Kouroussa,Confirmed cases,2,10/2014,Gvt
Guinea,Kouroussa,Deaths,4,10/2014,Gvt
Guinea,Kouroussa,New cases,0,10/2014,Gvt
Guinea,Kouroussa,Probable cases,2,10/2014,Gvt
Guinea,Kouroussa,Suspected cases,0,10/2014,Gvt
Guinea,Lola,Cases,8,10/2014,Gvt
Guinea,Lola,Confirmed cases,7,10/2014,Gvt
Guinea,Lola,Deaths,2,10/2014,Gvt
Guinea,Lola,New cases,2,10/2014,Gvt
Guinea,Lola,Probable cases,0,10/2014,Gvt
Guinea,Lola,Suspected cases,1,10/2014,Gvt
Guinea,Macenta,Cases,483,10/2014,Gvt
Guinea,Macenta,Confirmed cases,434,10/2014,Gvt
Guinea,Macenta,Deaths,270,10/2014,Gvt
Guinea,Macenta,New cases,15,10/2014,Gvt
Guinea,Macenta,Probable cases,19,10/2014,Gvt
Guinea,Macenta,Suspected cases,30,10/2014,Gvt
Guinea,National,Cases,1350,10/2014,Gvt
Guinea,National,Confirmed cases,1097,10/2014,Gvt
Guinea,National,Deaths,778,10/2014,Gvt
Guinea,National,New cases,46,10/2014,Gvt
Guinea,National,Probable cases,180,10/2014,Gvt
Guinea,National,Suspected cases,73,10/2014,Gvt
Guinea,Nzerekore,Cases,70,10/2014,Gvt
Guinea,Nzerekore,Confirmed cases,47,10/2014,Gvt
Guinea,Nzerekore,Deaths,36,10/2014,Gvt
Guinea,Nzerekore,New cases,5,10/2014,Gvt
Guinea,Nzerekore,Probable cases,17,10/2014,Gvt
Guinea,Nzerekore,Suspected cases,6,10/2014,Gvt
Guinea,Pita,Cases,9,10/2014,Gvt
Guinea,Pita,Confirmed cases,7,10/2014,Gvt
Guinea,Pita,Deaths,3,10/2014,Gvt
Guinea,Pita,New cases,0,10/2014,Gvt
Guinea,Pita,Probable cases,1,10/2014,Gvt
Guinea,Pita,Suspected cases,1,10/2014,Gvt
Guinea,Siguiri,Cases,6,10/2014,Gvt
Guinea,Siguiri,Confirmed cases,6,10/2014,Gvt
Guinea,Siguiri,Deaths,3,10/2014,Gvt
Guinea,Siguiri,New cases,0,10/2014,Gvt
Guinea,Siguiri,Probable cases,0,10/2014,Gvt
Guinea,Siguiri,Suspected cases,0,10/2014,Gvt
Guinea,Telimele,Cases,26,10/2014,Gvt
Guinea,Telimele,Confirmed cases,23,10/2014,Gvt
Guinea,Telimele,Deaths,10,10/2014,Gvt
Guinea,Telimele,New cases,0,10/2014,Gvt
Guinea,Telimele,Probable cases,3,10/2014,Gvt
Guinea,Telimele,Suspected cases,0,10/2014,Gvt
Guinea,Yomou,Cases,11,10/2014,Gvt
Guinea,Yomou,Confirmed cases,11,10/2014,Gvt
Guinea,Yomou,Deaths,5,10/2014,Gvt
Guinea,Yomou,New cases,0,10/2014,Gvt
Guinea,Yomou,Probable cases,0,10/2014,Gvt
Guinea,Yomou,Suspected cases,0,10/2014,Gvt
Guinea,Beyla,Cases,2,10/2014,Gvt
Guinea,Beyla,Confirmed cases,2,10/2014,Gvt
Guinea,Beyla,Deaths,2,10/2014,Gvt
Guinea,Beyla,New cases,0,10/2014,Gvt
Guinea,Beyla,Probable cases,0,10/2014,Gvt
Guinea,Beyla,Suspected cases,0,10/2014,Gvt
Guinea,Boffa,Cases,24,10/2014,Gvt
Guinea,Boffa,Confirmed cases,19,10/2014,Gvt
Guinea,Boffa,Deaths,16,10/2014,Gvt
Guinea,Boffa,New cases,0,10/2014,Gvt
Guinea,Boffa,Probable cases,5,10/2014,Gvt
Guinea,Boffa,Suspected cases,0,10/2014,Gvt
Guinea,Conakry,Cases,218,10/2014,Gvt
Guinea,Conakry,Confirmed cases,187,10/2014,Gvt
Guinea,Conakry,Deaths,84,10/2014,Gvt
Guinea,Conakry,New cases,17,10/2014,Gvt
Guinea,Conakry,Probable cases,10,10/2014,Gvt
Guinea,Conakry,Suspected cases,21,10/2014,Gvt
Guinea,Coyah,Cases,36,10/2014,Gvt
Guinea,Coyah,Confirmed cases,32,10/2014,Gvt
Guinea,Coyah,Deaths,5,10/2014,Gvt
Guinea,Coyah,New cases,5,10/2014,Gvt
Guinea,Coyah,Probable cases,0,10/2014,Gvt
Guinea,Coyah,Suspected cases,4,10/2014,Gvt
Guinea,Dabola,Cases,5,10/2014,Gvt
Guinea,Dabola,Confirmed cases,2,10/2014,Gvt
Guinea,Dabola,Deaths,5,10/2014,Gvt
Guinea,Dabola,New cases,0,10/2014,Gvt
Guinea,Dabola,Probable cases,3,10/2014,Gvt
Guinea,Dabola,Suspected cases,0,10/2014,Gvt
Guinea,Dalaba,Cases,8,10/2014,Gvt
Guinea,Dalaba,Confirmed cases,8,10/2014,Gvt
Guinea,Dalaba,Deaths,1,10/2014,Gvt
Guinea,Dalaba,New cases,0,10/2014,Gvt
Guinea,Dalaba,Probable cases,0,10/2014,Gvt
Guinea,Dalaba,Suspected cases,0,10/2014,Gvt
Guinea,Dinguiraye,Cases,1,10/2014,Gvt
Guinea,Dinguiraye,Confirmed cases,0,10/2014,Gvt
Guinea,Dinguiraye,Deaths,1,10/2014,Gvt
Guinea,Dinguiraye,New cases,0,10/2014,Gvt
Guinea,Dinguiraye,Probable cases,1,10/2014,Gvt
Guinea,Dinguiraye,Suspected cases,0,10/2014,Gvt
Guinea,Dubreka,Cases,21,10/2014,Gvt
Guinea,Dubreka,Confirmed cases,21,10/2014,Gvt
Guinea,Dubreka,Deaths,7,10/2014,Gvt
Guinea,Dubreka,New cases,0,10/2014,Gvt
Guinea,Dubreka,Probable cases,0,10/2014,Gvt
Guinea,Dubreka,Suspected cases,0,10/2014,Gvt
Guinea,Faranah,Cases,1,10/2014,Gvt
Guinea,Faranah,Confirmed cases,0,10/2014,Gvt
Guinea,Faranah,Deaths,0,10/2014,Gvt
Guinea,Faranah,New cases,1,10/2014,Gvt
Guinea,Faranah,Probable cases,0,10/2014,Gvt
Guinea,Faranah,Suspected cases,1,10/2014,Gvt
Guinea,For_cariah,Cases,16,10/2014,Gvt
Guinea,For_cariah,Confirmed cases,11,10/2014,Gvt
Guinea,For_cariah,Deaths,9,10/2014,Gvt
Guinea,For_cariah,New cases,0,10/2014,Gvt
Guinea,For_cariah,Probable cases,2,10/2014,Gvt
Guinea,For_cariah,Suspected cases,3,10/2014,Gvt
Guinea,Gueckedou,Cases,367,10/2014,Gvt
Guinea,Gueckedou,Confirmed cases,249,10/2014,Gvt
Guinea,Gueckedou,Deaths,301,10/2014,Gvt
Guinea,Gueckedou,New cases,1,10/2014,Gvt
Guinea,Gueckedou,Probable cases,112,10/2014,Gvt
Guinea,Gueckedou,Suspected cases,6,10/2014,Gvt
Guinea,Kerouane,Cases,33,10/2014,Gvt
Guinea,Kerouane,Confirmed cases,33,10/2014,Gvt
Guinea,Kerouane,Deaths,7,10/2014,Gvt
Guinea,Kerouane,New cases,3,10/2014,Gvt
Guinea,Kerouane,Probable cases,0,10/2014,Gvt
Guinea,Kerouane,Suspected cases,0,10/2014,Gvt
Guinea,Kindia,Cases,1,10/2014,Gvt
Guinea,Kindia,Confirmed cases,1,10/2014,Gvt
Guinea,Kindia,Deaths,0,10/2014,Gvt
Guinea,Kindia,New cases,0,10/2014,Gvt
Guinea,Kindia,Probable cases,0,10/2014,Gvt
Guinea,Kindia,Suspected cases,0,10/2014,Gvt
Guinea,Kissidougou,Cases,8,10/2014,Gvt
Guinea,Kissidougou,Confirmed cases,3,10/2014,Gvt
Guinea,Kissidougou,Deaths,7,10/2014,Gvt
Guinea,Kissidougou,New cases,0,10/2014,Gvt
Guinea,Kissidougou,Probable cases,5,10/2014,Gvt
Guinea,Kissidougou,Suspected cases,0,10/2014,Gvt
Guinea,Kouroussa,Cases,4,10/2014,Gvt
Guinea,Kouroussa,Confirmed cases,2,10/2014,Gvt
Guinea,Kouroussa,Deaths,4,10/2014,Gvt
Guinea,Kouroussa,New cases,0,10/2014,Gvt
Guinea,Kouroussa,Probable cases,2,10/2014,Gvt
Guinea,Kouroussa,Suspected cases,0,10/2014,Gvt
Guinea,Lola,Cases,9,10/2014,Gvt
Guinea,Lola,Confirmed cases,7,10/2014,Gvt
Guinea,Lola,Deaths,2,10/2014,Gvt
Guinea,Lola,New cases,0,10/2014,Gvt
Guinea,Lola,Probable cases,0,10/2014,Gvt
Guinea,Lola,Suspected cases,2,10/2014,Gvt
Guinea,Macenta,Cases,507,10/2014,Gvt
Guinea,Macenta,Confirmed cases,450,10/2014,Gvt
Guinea,Macenta,Deaths,278,10/2014,Gvt
Guinea,Macenta,New cases,15,10/2014,Gvt
Guinea,Macenta,Probable cases,19,10/2014,Gvt
Guinea,Macenta,Suspected cases,38,10/2014,Gvt
Guinea,National,Cases,1383,10/2014,Gvt
Guinea,National,Confirmed cases,1122,10/2014,Gvt
Guinea,National,Deaths,789,10/2014,Gvt
Guinea,National,New cases,45,10/2014,Gvt
Guinea,National,Probable cases,180,10/2014,Gvt
Guinea,National,Suspected cases,81,10/2014,Gvt
Guinea,Nzerekore,Cases,70,10/2014,Gvt
Guinea,Nzerekore,Confirmed cases,48,10/2014,Gvt
Guinea,Nzerekore,Deaths,39,10/2014,Gvt
Guinea,Nzerekore,New cases,3,10/2014,Gvt
Guinea,Nzerekore,Probable cases,17,10/2014,Gvt
Guinea,Nzerekore,Suspected cases,5,10/2014,Gvt
Guinea,Pita,Cases,9,10/2014,Gvt
Guinea,Pita,Confirmed cases,7,10/2014,Gvt
Guinea,Pita,Deaths,3,10/2014,Gvt
Guinea,Pita,New cases,0,10/2014,Gvt
Guinea,Pita,Probable cases,1,10/2014,Gvt
Guinea,Pita,Suspected cases,1,10/2014,Gvt
Guinea,Siguiri,Cases,6,10/2014,Gvt
Guinea,Siguiri,Confirmed cases,6,10/2014,Gvt
Guinea,Siguiri,Deaths,3,10/2014,Gvt
Guinea,Siguiri,New cases,0,10/2014,Gvt
Guinea,Siguiri,Probable cases,0,10/2014,Gvt
Guinea,Siguiri,Suspected cases,0,10/2014,Gvt
Guinea,Telimele,Cases,26,10/2014,Gvt
Guinea,Telimele,Confirmed cases,23,10/2014,Gvt
Guinea,Telimele,Deaths,10,10/2014,Gvt
Guinea,Telimele,New cases,0,10/2014,Gvt
Guinea,Telimele,Probable cases,3,10/2014,Gvt
Guinea,Telimele,Suspected cases,0,10/2014,Gvt
Guinea,Yomou,Cases,11,10/2014,Gvt
Guinea,Yomou,Confirmed cases,11,10/2014,Gvt
Guinea,Yomou,Deaths,5,10/2014,Gvt
Guinea,Yomou,New cases,0,10/2014,Gvt
Guinea,Yomou,Probable cases,0,10/2014,Gvt
Guinea,Yomou,Suspected cases,0,10/2014,Gvt
Sierra Leone,Bo,Cases,142,10/2014,Gvt
Sierra Leone,Bo,Confirmed cases,114,10/2014,Gvt
Sierra Leone,Bo,Deaths,94,10/2014,Gvt
Sierra Leone,Bo,New cases,3,10/2014,Gvt
Sierra Leone,Bo,Probable cases,1,10/2014,Gvt
Sierra Leone,Bo,Suspected cases,27,10/2014,Gvt
Sierra Leone,Bombali,Cases,376,10/2014,Gvt
Sierra Leone,Bombali,Confirmed cases,333,10/2014,Gvt
Sierra Leone,Bombali,Deaths,112,10/2014,Gvt
Sierra Leone,Bombali,New cases,0,10/2014,Gvt
Sierra Leone,Bombali,Probable cases,1,10/2014,Gvt
Sierra Leone,Bombali,Suspected cases,42,10/2014,Gvt
Sierra Leone,Bonthe,Cases,3,10/2014,Gvt
Sierra Leone,Bonthe,Confirmed cases,1,10/2014,Gvt
Sierra Leone,Bonthe,Deaths,1,10/2014,Gvt
Sierra Leone,Bonthe,New cases,0,10/2014,Gvt
Sierra Leone,Bonthe,Probable cases,0,10/2014,Gvt
Sierra Leone,Bonthe,Suspected cases,2,10/2014,Gvt
Sierra Leone,Kailahun,Cases,583,10/2014,Gvt
Sierra Leone,Kailahun,Confirmed cases,533,10/2014,Gvt
Sierra Leone,Kailahun,Deaths,257,10/2014,Gvt
Sierra Leone,Kailahun,New cases,0,10/2014,Gvt
Sierra Leone,Kailahun,Probable cases,32,10/2014,Gvt
Sierra Leone,Kailahun,Suspected cases,18,10/2014,Gvt
Sierra Leone,Kambia,Cases,25,10/2014,Gvt
Sierra Leone,Kambia,Confirmed cases,22,10/2014,Gvt
Sierra Leone,Kambia,Deaths,1,10/2014,Gvt
Sierra Leone,Kambia,New cases,0,10/2014,Gvt
Sierra Leone,Kambia,Probable cases,0,10/2014,Gvt
Sierra Leone,Kambia,Suspected cases,3,10/2014,Gvt
Sierra Leone,Kenema,Cases,477,10/2014,Gvt
Sierra Leone,Kenema,Confirmed cases,431,10/2014,Gvt
Sierra Leone,Kenema,Deaths,241,10/2014,Gvt
Sierra Leone,Kenema,New cases,0,10/2014,Gvt
Sierra Leone,Kenema,Probable cases,0,10/2014,Gvt
Sierra Leone,Kenema,Suspected cases,46,10/2014,Gvt
Sierra Leone,Koinadugu,Cases,0,10/2014,Gvt
Sierra Leone,Koinadugu,Confirmed cases,0,10/2014,Gvt
Sierra Leone,Koinadugu,Deaths,0,10/2014,Gvt
Sierra Leone,Koinadugu,New cases,0,10/2014,Gvt
Sierra Leone,Koinadugu,Probable cases,0,10/2014,Gvt
Sierra Leone,Koinadugu,Suspected cases,0,10/2014,Gvt
Sierra Leone,Kono,Cases,80,10/2014,Gvt
Sierra Leone,Kono,Confirmed cases,29,10/2014,Gvt
Sierra Leone,Kono,Deaths,39,10/2014,Gvt
Sierra Leone,Kono,New cases,5,10/2014,Gvt
Sierra Leone,Kono,Probable cases,1,10/2014,Gvt
Sierra Leone,Kono,Suspected cases,50,10/2014,Gvt
Sierra Leone,Moyamba,Cases,92,10/2014,Gvt
Sierra Leone,Moyamba,Confirmed cases,72,10/2014,Gvt
Sierra Leone,Moyamba,Deaths,51,10/2014,Gvt
Sierra Leone,Moyamba,New cases,3,10/2014,Gvt
Sierra Leone,Moyamba,Probable cases,0,10/2014,Gvt
Sierra Leone,Moyamba,Suspected cases,20,10/2014,Gvt
Sierra Leone,National,Cases,2950,10/2014,Gvt
Sierra Leone,National,Confirmed cases,2593,10/2014,Gvt
Sierra Leone,National,Deaths,890,10/2014,Gvt
Sierra Leone,National,New cases,13,10/2014,Gvt
Sierra Leone,National,Probable cases,37,10/2014,Gvt
Sierra Leone,National,Suspected cases,320,10/2014,Gvt
Sierra Leone,Port Loko,Cases,362,10/2014,Gvt
Sierra Leone,Port Loko,Confirmed cases,343,10/2014,Gvt
Sierra Leone,Port Loko,Deaths,20,10/2014,Gvt
Sierra Leone,Port Loko,New cases,0,10/2014,Gvt
Sierra Leone,Port Loko,Probable cases,1,10/2014,Gvt
Sierra Leone,Port Loko,Suspected cases,18,10/2014,Gvt
Sierra Leone,Pujehun,Cases,27,10/2014,Gvt
Sierra Leone,Pujehun,Confirmed cases,24,10/2014,Gvt
Sierra Leone,Pujehun,Deaths,9,10/2014,Gvt
Sierra Leone,Pujehun,New cases,0,10/2014,Gvt
Sierra Leone,Pujehun,Probable cases,0,10/2014,Gvt
Sierra Leone,Pujehun,Suspected cases,3,10/2014,Gvt
Sierra Leone,Tonkolili,Cases,132,10/2014,Gvt
Sierra Leone,Tonkolili,Confirmed cases,114,10/2014,Gvt
Sierra Leone,Tonkolili,Deaths,49,10/2014,Gvt
Sierra Leone,Tonkolili,New cases,0,10/2014,Gvt
Sierra Leone,Tonkolili,Probable cases,0,10/2014,Gvt
Sierra Leone,Tonkolili,Suspected cases,18,10/2014,Gvt
Sierra Leone,Western Area,Cases,651,10/2014,Gvt
Sierra Leone,Western Area,Confirmed cases,577,10/2014,Gvt
Sierra Leone,Western Area,Deaths,16,10/2014,Gvt
Sierra Leone,Western Area,New cases,2,10/2014,Gvt
Sierra Leone,Western Area,Probable cases,1,10/2014,Gvt
Sierra Leone,Western Area,Suspected cases,73,10/2014,Gvt
Guinea,Beyla,Cases,2,10/2014,Gvt
Guinea,Beyla,Confirmed cases,2,10/2014,Gvt
Guinea,Beyla,Deaths,2,10/2014,Gvt
Guinea,Beyla,New cases,0,10/2014,Gvt
Guinea,Beyla,Probable cases,0,10/2014,Gvt
Guinea,Beyla,Suspected cases,0,10/2014,Gvt
Guinea,Boffa,Cases,24,10/2014,Gvt
Guinea,Boffa,Confirmed cases,19,10/2014,Gvt
Guinea,Boffa,Deaths,16,10/2014,Gvt
Guinea,Boffa,New cases,0,10/2014,Gvt
Guinea,Boffa,Probable cases,5,10/2014,Gvt
Guinea,Boffa,Suspected cases,0,10/2014,Gvt
Guinea,Boke,Cases,1,10/2014,Gvt
Guinea,Boke,Confirmed cases,1,10/2014,Gvt
Guinea,Boke,Deaths,0,10/2014,Gvt
Guinea,Boke,New cases,1,10/2014,Gvt
Guinea,Boke,Probable cases,0,10/2014,Gvt
Guinea,Boke,Suspected cases,0,10/2014,Gvt
Guinea,Conakry,Cases,219,10/2014,Gvt
Guinea,Conakry,Confirmed cases,189,10/2014,Gvt
Guinea,Conakry,Deaths,85,10/2014,Gvt
Guinea,Conakry,New cases,13,10/2014,Gvt
Guinea,Conakry,Probable cases,10,10/2014,Gvt
Guinea,Conakry,Suspected cases,20,10/2014,Gvt
Guinea,Coyah,Cases,35,10/2014,Gvt
Guinea,Coyah,Confirmed cases,33,10/2014,Gvt
Guinea,Coyah,Deaths,7,10/2014,Gvt
Guinea,Coyah,New cases,3,10/2014,Gvt
Guinea,Coyah,Probable cases,0,10/2014,Gvt
Guinea,Coyah,Suspected cases,2,10/2014,Gvt
Guinea,Dabola,Cases,5,10/2014,Gvt
Guinea,Dabola,Confirmed cases,2,10/2014,Gvt
Guinea,Dabola,Deaths,5,10/2014,Gvt
Guinea,Dabola,New cases,0,10/2014,Gvt
Guinea,Dabola,Probable cases,3,10/2014,Gvt
Guinea,Dabola,Suspected cases,0,10/2014,Gvt
Guinea,Dalaba,Cases,9,10/2014,Gvt
Guinea,Dalaba,Confirmed cases,9,10/2014,Gvt
Guinea,Dalaba,Deaths,2,10/2014,Gvt
Guinea,Dalaba,New cases,0,10/2014,Gvt
Guinea,Dalaba,Probable cases,0,10/2014,Gvt
Guinea,Dalaba,Suspected cases,0,10/2014,Gvt
Guinea,Dinguiraye,Cases,1,10/2014,Gvt
Guinea,Dinguiraye,Confirmed cases,0,10/2014,Gvt
Guinea,Dinguiraye,Deaths,1,10/2014,Gvt
Guinea,Dinguiraye,New cases,0,10/2014,Gvt
Guinea,Dinguiraye,Probable cases,1,10/2014,Gvt
Guinea,Dinguiraye,Suspected cases,0,10/2014,Gvt
Guinea,Dubreka,Cases,21,10/2014,Gvt
Guinea,Dubreka,Confirmed cases,21,10/2014,Gvt
Guinea,Dubreka,Deaths,7,10/2014,Gvt
Guinea,Dubreka,New cases,0,10/2014,Gvt
Guinea,Dubreka,Probable cases,0,10/2014,Gvt
Guinea,Dubreka,Suspected cases,0,10/2014,Gvt
Guinea,Faranah,Cases,1,10/2014,Gvt
Guinea,Faranah,Confirmed cases,0,10/2014,Gvt
Guinea,Faranah,Deaths,0,10/2014,Gvt
Guinea,Faranah,New cases,0,10/2014,Gvt
Guinea,Faranah,Probable cases,0,10/2014,Gvt
Guinea,Faranah,Suspected cases,1,10/2014,Gvt
Guinea,For_cariah,Cases,17,10/2014,Gvt
Guinea,For_cariah,Confirmed cases,12,10/2014,Gvt
Guinea,For_cariah,Deaths,9,10/2014,Gvt
Guinea,For_cariah,New cases,1,10/2014,Gvt
Guinea,For_cariah,Probable cases,2,10/2014,Gvt
Guinea,For_cariah,Suspected cases,3,10/2014,Gvt
Guinea,Gueckedou,Cases,366,10/2014,Gvt
Guinea,Gueckedou,Confirmed cases,249,10/2014,Gvt
Guinea,Gueckedou,Deaths,302,10/2014,Gvt
Guinea,Gueckedou,New cases,0,10/2014,Gvt
Guinea,Gueckedou,Probable cases,112,10/2014,Gvt
Guinea,Gueckedou,Suspected cases,5,10/2014,Gvt
Guinea,Kerouane,Cases,39,10/2014,Gvt
